text,label
"tolong near miss incident ada gak min",risk_check
"tolong root cause analysis udh dilakukan?",risk_check
"nanya dong cek pengiriman tokopedia",out_of_scope
"kualitas batch ini masih bagus sih gak",risk_check
"min cara obati sapi sakit",out_of_scope
"ada residu antibiotik di batch ni thanks",batch_trace
"mba inherent risk vs residual risk gimana??",risk_check
"nanya dong uji mikrobiologi batch ni hasilnya?",batch_trace
"bisa kirim via email gak?",operational_data
"jelaskan tentang sihalal",knowledge_query
"record perjalanan batch gmna?",batch_trace
"ada brp batch kak hari ni?",operational_data
"apa arti dari traceability",knowledge_query
"prosesnya sudah sampai tahap mana dong",batch_trace
"lacak bot paket shopee",out_of_scope
"permisi lacak hp hilang",out_of_scope
"apa bedanya farm dan rph?",knowledge_query
"permisi minta laporan mingguan ya",operational_data
"OKE SIAP",greeting
"PROFIT MARGIN BERAPA",operational_data
"tampilin info sapi e-001?",batch_trace
"complaint utk batch ini ada min",batch_trace
"mau tanya minta laporan mingguan",operational_data
"cara obati kah sapi sakit dong",out_of_scope
"cp1 tuh apaan ya",knowledge_query
"ADA FILE LAPORANNYA GAK SIH",operational_data
"min lewat jalur mana pengirimannya?",batch_trace
"btw nice!",greeting
"permisi maaf ganggu dong",greeting
"bagus",greeting
"minta laporan mingguan",operational_data
"permisi risk maturity level perusahaan dmana sih",risk_check
"nanya dong nice sih",greeting
"KAK SORRY CARA BIKIN CV SIH",out_of_scope
"btw data pengiriman batch nih ada gak?",batch_trace
"masalah keamanan ap yg ditemukan?",risk_check
"mau tanya risiko investasi properti",out_of_scope
"hei sesuai sop keamanan gak?",risk_check
"mau tanya wow",greeting
"izin potong batch b-001 ada?",batch_trace
"bot aktif dong kak",greeting
"hei perbandingan bulan ni dan lalu??",operational_data
"lowongan kerja di rph ada ya",out_of_scope
"hei batch tuh artinya apaan?",knowledge_query
"bye",greeting
"sorry pencapaian target berapa persen?",operational_data
"info lengkap min batch b-002 dong!",batch_trace
"tolong pendapatan bulan ini berapa?",operational_data
"maaf tips beli sapi yg sehat",out_of_scope
"bisa bantu min",greeting
"mau tanya grafik produksi ada gak",operational_data
"nih bot aktif??",greeting
"nanya dong ap tuh ai sih",out_of_scope
"maaf rph tu kak apaan sih",knowledge_query
"TOLONG AP TUH CEROL",knowledge_query
"sorry risk maturity level perusahaan mba dimana",risk_check
"nomor resi pengiriman brapa",batch_trace
"nanya dong bank digital terbaik",out_of_scope
"data statistik penduduk?",out_of_scope
"siapa yg terima di gudang?",batch_trace
"maaf apaan peran bpjph?",knowledge_query
"manajemen risiko konstruksi",out_of_scope
"rph tangerang risikonya gimana?",risk_check
"halo mau tanya",greeting
"maaf daging tahan berapa lama di freezer?",out_of_scope
"CATATAN PENGIRIMAN BATCH NI ADA KAK",batch_trace
"eh oke deh min",greeting
"kak apa itu ai ya",out_of_scope
"cara bot cairkan daging beku",out_of_scope
"print data rph thanks",operational_data
"hei lowongan kerja di rph ada dong",out_of_scope
"tolong list karyawan dong",operational_data
"stress testing hasilnya gimana?",risk_check
"tolong wassalam",greeting
"cara mining bitcoin?",out_of_scope
"min mui itu organisasi apa please",knowledge_query
"nanya dong risk concentration di area mana!",risk_check
"HELO",greeting
"RISK TREND BULAN NI NAIK ATAU TURUN",risk_check
"eh ya halo ada orang?",greeting
"sorry stunning itu apa?",knowledge_query
"maaf action plan keamanan ap?",risk_check
"tahun lalu produksi brp ya",operational_data
"btw ap tuh cerol?",knowledge_query
"maaf stress testing hasilnya gmn?",risk_check
"risiko sih main forex",out_of_scope
"minggu lalu brp batch?",operational_data
"APA ITU MACHINE LEARNING?",out_of_scope
"sorry apaan tuh seo",out_of_scope
"cp1 itu kak apa dong",knowledge_query
"sorry lolos audit keamanan gak??",risk_check
"ap tuh machine learning please",out_of_scope
"daging nih layak konsumsi gak?",risk_check
"min min",greeting
"apa itu surveillance audit?",knowledge_query
"halo ada orang thanks",greeting
"PERMISI NOMOR BATCH BERAPA?",batch_trace
"permisi apa itu seo sih",out_of_scope
"apaan min tu machine learning thanks",out_of_scope
"brp total risk exposure!",risk_check
"min brp ya gaji kerja di rph please",out_of_scope
"jelaskan tentang nkv",knowledge_query
"sorry cara obati mas sapi sakit",out_of_scope
"data inflasi indonesia",out_of_scope
"min nomor batch berapa!",batch_trace
"min tunjukin semua data",operational_data
"maaf record perjalanan batch gimana?",batch_trace
"proses pemotongan sesuai standar?",risk_check
"ada issue keamanan gak sih",risk_check
"masalah keamanan apa yang kah ditemukan?",risk_check
"risk appetite sih perusahaan berapa",risk_check
"hei risk concentration di area mana",risk_check
"jelaskan positive list bahan halal",knowledge_query
"KAK LIHATKAN LAPORAN DONG",operational_data
"pengeluaran rph brapa?",operational_data
"permisi record perjalanan batch gmna?",batch_trace
"btw yang paling urgent diperbaiki ap",risk_check
"min daging tahan berapa lama di freezer?",out_of_scope
"min modal ternak sapi berapa?",out_of_scope
"NANYA DONG HARI INI UDAH MIN BRAPA?",operational_data
"yang paling urgent diperbaiki apa?",risk_check
"btw apa itu corrective action ya",knowledge_query
"grafik produksi ada mba ya",operational_data
"rph tangerang risikonya gmna?",risk_check
"halal itu sih apa sih sebenarnya please",knowledge_query
"apa itu uu jph?",knowledge_query
"bot harga sapi kurban tahun ini??",out_of_scope
"maaf eartag sapi ini nomor berapa thanks",batch_trace
"MODAL TERNAK SAPI BRP",out_of_scope
"kah sorry masalah keamanan apaan yang ditemukan",risk_check
"nanya dong apaan itu corrective action?",knowledge_query
"hari nih sdh berapa ya",operational_data
"nanya dong apa itu ccp",knowledge_query
"jlasin proses samak",knowledge_query
"tracking jne resi ini please",out_of_scope
"penyakit sapi apa aja sih",out_of_scope
"sorry cara cairkan daging beku",out_of_scope
"surat jalan batch ini ada?",batch_trace
"ringkasan operasional mingguan dong",operational_data
"tolong kak record perjalanan batch gimana?",batch_trace
"apakah mitigasi risiko sudah efektif?",risk_check
"tolong ap maksudnya skor risiko?",knowledge_query
"EH EARLY WARNING SYSTEM AKTIF GAK PLEASE",risk_check
"jelaskan perbedaan hcp dan ccp thanks",knowledge_query
"sertifikat gak halal rph pemotong ada",batch_trace
"data pengiriman batch ini ada gak?",batch_trace
"tampilkan info sapi e-001??",batch_trace
"helo please",greeting
"PROFIT MARGIN BERAPA?",operational_data
"sorry risk maturity level perusahaan dmn?",risk_check
"permisi ada berapa batch hari ini??",operational_data
"ringkasan operasional min mingguan",operational_data
"ap itu corrective deh action?",knowledge_query
"KAK ROOT CAUSE ANALYSIS SUDAH DILAKUKAN?",risk_check
"permisi data pengiriman batch ni dong ada gak sih",batch_trace
"mau tanya probability of occurrence brapa thanks",risk_check
"modal ternak sapi berapa??",out_of_scope
"apaan tu machine learning?",out_of_scope
"jelaskan positive list bahan halal?",knowledge_query
"maaf gak iya paham!",greeting
"risk register sdh di-update?",risk_check
"btw batch itu artinya apa",knowledge_query
"progress target produksi gimana?",operational_data
"risk appetite perusahaan brp!",risk_check
"eh bank digital terbaik thanks",out_of_scope
"perlu mba perbaikan keamanan gak?",risk_check
"pdf laporan bulanan ada kak",operational_data
"APA ITU SURVEILLANCE AUDIT",knowledge_query
"biaya operasional brapa?",operational_data
"berapa gap antara actual risk dan target please",risk_check
"mas cara mining bitcoin",out_of_scope
"APA ITU SEO",out_of_scope
"lolos audit keamanan gak?",risk_check
"sampai jumpa mba min",greeting
"kak surat ya jalan batch ini ada?",batch_trace
"mau min tanya apaan tuh halal value chain kak",knowledge_query
"permisi log pergerakan batch ada thanks",batch_trace
"paham thanks",greeting
"sorry pdf laporan bulanan ada?",operational_data
"tolong probability of occurrence gak berapa?",risk_check
"BRP GAP ANTARA ACTUAL RISK DAN TARGET?",risk_check
"gak maaf sapa yg terima di gudang?",batch_trace
"ada update regulasi yang affect risk?",risk_check
"cara obati sapi sakit",out_of_scope
"skkh batch mba ini nomor brapa dong",batch_trace
"mau tanya cara melamar kerja di rph",out_of_scope
"hei asal usulnya dari mana gak",batch_trace
"sorry eartag fungsinya buat apaan?",knowledge_query
"mau tanya cara bikin cv",out_of_scope
"download laporan bulanan",operational_data
"lowongan kerja di deh rph ada kak",out_of_scope
"eh data pengiriman batch dong ini ada gak ya",batch_trace
"hari ni udh berapa gak",operational_data
"maaf modal ternak sapi berapa?",out_of_scope
"record perjalanan batch gimana thanks",batch_trace
"mau tanya apa itu seo dong",out_of_scope
"rph itu apa sih?",knowledge_query
"min wow ya",greeting
"min gimana cara cek kehalalan bahan baku?",knowledge_query
"ada issue keamanan gak thanks",risk_check
"maaf hari ini sudah berapa",operational_data
"eh yo dong",greeting
"kak wassalam",greeting
"iya paham min",greeting
"nanya dong aturan alkohol dalam produk halal gmn??",knowledge_query
"prosesnya udh sampai tahap mana?",batch_trace
"ap hukum gelatin dalam islam?",knowledge_query
"eh jelaskan positive list bahan halal sih",knowledge_query
"eh hari ini sudah berapa min",operational_data
"btw prioritas perbaikan risiko yng mana?",risk_check
"print data gak rph!",operational_data
"kak mengerti mba ya",greeting
"sih tolong apa tu uu jph?",knowledge_query
"apa itu corrective action?",knowledge_query
"tolong grafik produksi ada dong",operational_data
"dikirim ke outlet mana?",batch_trace
"data terkini apa aja?",operational_data
"maaf hari ini sudah berapa?",operational_data
"mau tanya masalah keamanan apa yang ditemukan?",risk_check
"SORRY KIRIM DATA OPERASIONAL",operational_data
"tolong bye",greeting
"min apa tuh blockchain!",out_of_scope
"dikirim ya ke outlet mana thanks",batch_trace
"nomor batch bot berapa?",batch_trace
"woi thanks",greeting
"min cara menabung efektif ya",out_of_scope
"daging ini layak konsumsi gak?",risk_check
"met pagi",greeting
"permisi lowongan kerja di rph ada?",out_of_scope
"HEI RPH TANGERANG RISIKONYA GIMANA?",risk_check
"shelf life ya batch ni brapa hari lagi?",batch_trace
"mas pencapaian target brp persen!",operational_data
"sih min halo ada orang?",greeting
"tolong risiko investasi properti",out_of_scope
"permisi nomor resi pengiriman brapa?",batch_trace
"nanya dong apa tu surveillance audit",knowledge_query
"yoo??",greeting
"ada warning bot dri sistem risiko!",risk_check
"maaf excel data produksi ada?",operational_data
"apa itu istihalah",knowledge_query
"cek pengiriman tokopedia dong",out_of_scope
"min proses pemotongan sesuai standar sih",risk_check
"apa maksudnya skor risiko?",knowledge_query
"kak asalnya dri farm mana sih min",batch_trace
"SORRY LACAK PAKET SHOPEE",out_of_scope
"boleh tanya",greeting
"chart pengiriman dong gak",operational_data
"nih btw keren",greeting
"data pengiriman batch ini ada gak min",batch_trace
"permisi minta laporan mingguan min",operational_data
"SIAPA YANG TERIMA DI GUDANG YA",batch_trace
"permisi daging sapi palsu cirinya apa?",out_of_scope
"apaan itu risk assessment halal?",knowledge_query
"BS KAH KIRIM VIA EMAIL GAK?",operational_data
"promo cashback hari nih",out_of_scope
"nanya dong sertifikat halal rph pemotong ada?",batch_trace
"nanya dong summary produksi dong sih",operational_data
"apa itu halal value chain kak",knowledge_query
"nice",greeting
"CHART PENGIRIMAN DONG DONG",operational_data
"apa tuh letter of guarantee?",knowledge_query
"risk mba concentration di area mana min",risk_check
"grafik bot produksi ada?",operational_data
"hei rph nih tuh singkatan apa dong",knowledge_query
"root cause analysis udah dilakukan?",risk_check
"data terkini ap aja?",operational_data
"APA ITU CCP?",knowledge_query
"sorry apaan tuh fatwa halal thanks",knowledge_query
"pdf laporan bulanan ada min",operational_data
"lppom itu ap please",knowledge_query
"btw root cause analysis sudah gak dilakukan?",risk_check
"ada masalah keamanan gak sih",risk_check
"daging tahan brapa lama di freezer?",out_of_scope
"bulan lalu pengiriman brp?",operational_data
"datangnya kapan batch ini?",batch_trace
"kode batch ini apa?",batch_trace
"btw jlasin hazard analysis halal",knowledge_query
"btw contingency plan sudah siap?",risk_check
"ada masalah keamanan gak?",risk_check
"mas min yoo gak",greeting
"minggu lalu berapa batch?",operational_data
"Sebutkan nama RPH yang ada di Jatim.",operational_data
"Apa fasilitas cold storage yang ada di Bandung?",operational_data
"RPH Syariah Al-Anam ada di kota mana?",operational_data
"Sebutkan nama distributor di Jabodetabek.",operational_data
"Nama peternakan di Jatim apa saja?",operational_data
"Ada berapa batch halal yang diproduksi antara Januari dan Februari 2026?",operational_data
"Dimana lokasi peternakan Sumber Rejeki?",operational_data
"Apakah ada cold storage di Bandung yang halal?",operational_data
"Nama RPH di Jateng apa aja?",operational_data
"Nama peternakan di Jabar?",operational_data
"Apa aja fasilitas cold storage di Jabar?",operational_data
"Nama distributor di Bandung?",operational_data
"Nama RPH di Bogor apa?",operational_data
"RPH yang ada di lokasi Jakarta?",operational_data
"distributor yang terdaftar di area Malang?",operational_data
"berapa jumlah peternakan sapi di jawa barat?",operational_data
"Cek risiko AHP di CP4 RPH, aman ga?",risk_check
"Apakah CP1 Kandang terjamin keamanannya?",risk_check
"cek risiko CP2 di RPH Terpadu Semarang gimana?",risk_check
"berapa tingkat risiko CP3 Transportasi?",risk_check
"aman ga sih CP4 Penyembelihan?",risk_check
"evaluasi keamanan CP2 Pakan ternak",risk_check
"gimana level risiko CP1 di peternakan?",risk_check
"kasih liat bobot AHP buat CP4",risk_check
"status keamanan CP3 saat distribusi",risk_check
"risiko penyembelihan CP4 tinggi ga?",risk_check
